graph,n_nodes,n_edges,obs_Q,null_Q_mean,null_Q_std,z_score,n_null_runs,elapsed_s
tag_cooc_ai_ml,6879,60462,0.34564857603244004,0.319781584530321,0.01794534216580222,1.441432058699488,20,196.0865138999652
tag_cooc_cloud_devops,8106,70845,0.48225720630246244,0.4726791992045595,0.019397595133812298,0.49377291524181605,20,217.1664534000447
tag_cooc_databases,9925,91234,0.3619877386789173,0.31023894601600327,0.016205048839367547,3.193374680685856,20,442.7744336000178
tag_cooc_mobile,14711,159879,0.4220538203510747,0.4009597003036653,0.009819884563689804,2.148102649333316,20,877.56789080007
tag_cooc_web_frontend,17121,184111,0.2592320488327936,0.19804851551328204,0.013143416104050568,4.655070860965582,20,1404.9474995000055
tag_cooc_global,44253,630467,0.5122871161098232,0.532249763022632,0.013944842456653036,-1.4315433806342281,20,3782.669934100006
