user_id,n_communities,total_out_degree,out_ai_ml,out_web_frontend,out_mobile,out_cloud_devops,out_databases
805498,3,6,0,2,0,3,1
9194653,3,6,0,2,3,1,0
9195407,3,6,0,4,1,0,1
806911,3,6,0,3,2,1,0
807118,3,6,0,2,0,2,2
9195832,3,6,0,4,1,0,1
13390890,3,6,0,4,0,1,1
808097,3,6,0,1,1,0,4
808368,3,6,0,1,1,0,4
5002846,3,6,0,0,4,1,1
5003820,3,6,0,3,0,2,1
5003933,3,6,0,0,2,1,3
9198740,3,6,0,1,4,0,1
810568,3,6,0,4,0,1,1
5005048,3,6,0,0,4,1,1
5005874,3,6,0,3,1,2,0
812018,3,6,1,1,0,0,4
812034,3,6,0,2,1,0,3
812406,3,6,0,0,1,3,2
9202733,3,6,1,3,0,2,0
9202774,3,6,0,0,3,1,2
5008598,3,6,0,2,1,3,0
13397589,3,6,0,4,1,0,1
815218,3,6,0,0,2,1,3
13398350,3,6,1,0,4,1,0
5009913,3,6,0,0,2,3,1
5012927,3,6,0,1,0,3,2
17595968,3,6,3,0,2,0,1
818766,3,6,0,0,3,1,2
819072,3,6,0,1,4,0,1
819449,3,6,0,2,0,1,3
820013,3,6,1,4,0,0,1
5014451,3,6,0,4,0,1,1
820800,3,6,0,2,0,1,3
13403873,3,6,0,4,0,1,1
822274,3,6,0,4,0,1,1
5016920,3,6,0,2,0,1,3
5017614,3,6,0,2,3,0,1
823633,3,6,2,3,1,0,0
824009,3,6,1,1,4,0,0
824014,3,6,0,2,2,2,0
13407359,3,6,0,3,0,1,2
825369,3,6,0,3,2,0,1
5020190,3,6,0,4,0,1,1
826668,3,6,0,3,2,0,1
9215525,3,6,0,2,3,1,0
827302,3,6,1,0,1,0,4
9215910,3,6,0,0,1,2,3
5022330,3,6,0,2,3,0,1
9216722,3,6,0,1,0,1,4
828277,3,6,0,0,2,2,2
9218328,3,6,0,2,3,1,0
829793,3,6,0,4,1,0,1
17608766,3,6,4,1,1,0,0
832266,3,6,3,0,0,2,1
13415770,3,6,2,0,2,2,0
833006,3,6,0,2,3,1,0
833319,3,6,0,4,1,0,1
833555,3,6,0,1,0,2,3
834070,3,6,1,2,0,0,3
835539,3,6,0,3,0,1,2
835542,3,6,0,3,1,2,0
5030017,3,6,0,4,1,0,1
5030044,3,6,0,2,3,1,0
835927,3,6,0,1,0,4,1
836023,3,6,0,4,1,1,0
836372,3,6,0,3,2,0,1
836695,3,6,0,4,1,0,1
5031337,3,6,0,2,1,3,0
837047,3,6,0,0,1,1,4
837709,3,6,0,4,1,1,0
5032898,3,6,1,3,0,2,0
838608,3,6,0,1,4,1,0
838853,3,6,0,2,1,0,3
839113,3,6,0,4,0,1,1
5034081,3,6,0,1,1,0,4
839875,3,6,0,2,0,2,2
840821,3,6,0,2,0,1,3
840895,3,6,0,0,1,1,4
9229620,3,6,0,2,0,1,3
841275,3,6,0,4,1,1,0
5035770,3,6,1,4,1,0,0
841567,3,6,2,0,0,2,2
5036492,3,6,0,2,1,0,3
842785,3,6,1,4,1,0,0
9232138,3,6,0,4,1,0,1
5038104,3,6,4,1,0,0,1
5038388,3,6,0,3,2,0,1
844204,3,6,0,4,1,0,1
17621956,3,6,0,3,1,2,0
845394,3,6,3,0,2,1,0
845453,3,6,0,3,1,0,2
9234103,3,6,1,4,1,0,0
846141,3,6,0,3,2,0,1
846250,3,6,0,4,0,1,1
846733,3,6,0,1,4,0,1
847333,3,6,1,1,4,0,0
847460,3,6,0,1,4,0,1
5041850,3,6,0,3,1,0,2
847984,3,6,1,3,2,0,0
848053,3,6,1,4,0,0,1
13431339,3,6,0,1,0,3,2
848976,3,6,0,1,3,0,2
849198,3,6,0,2,2,0,2
9238226,3,6,0,3,1,2,0
849646,3,6,0,2,0,3,1
850812,3,6,0,3,0,1,2
851009,3,6,0,4,1,1,0
851309,3,6,0,3,2,0,1
5047142,3,6,0,3,0,2,1
852886,3,6,0,2,3,0,1
852956,3,6,0,3,0,1,2
853125,3,6,1,2,0,0,3
9242170,3,6,0,4,1,0,1
854656,3,6,1,4,0,0,1
854914,3,6,0,2,3,0,1
5049240,3,6,0,4,1,1,0
13438365,3,6,1,4,0,1,0
855592,3,6,1,2,3,0,0
5050002,3,6,3,0,0,1,2
5050928,3,6,0,3,0,2,1
856641,3,6,0,0,3,2,1
856921,3,6,0,4,1,0,1
857100,3,6,0,3,2,1,0
5052378,3,6,1,2,0,0,3
858652,3,6,0,2,1,0,3
5053534,3,6,1,1,0,0,4
859230,3,6,0,0,4,1,1
859375,3,6,0,1,4,0,1
860120,3,6,0,2,0,2,2
9249152,3,6,4,1,0,0,1
860665,3,6,0,4,1,0,1
861423,3,6,3,2,0,0,1
861451,3,6,0,2,2,0,2
861487,3,6,1,4,0,0,1
861956,3,6,0,2,0,2,2
862095,3,6,0,4,1,0,1
862164,3,6,0,4,1,0,1
863726,3,6,4,1,0,0,1
864477,3,6,3,2,0,0,1
864838,3,6,0,1,0,1,4
864951,3,6,0,4,1,0,1
5059339,3,6,0,3,2,1,0
865418,3,6,0,3,0,2,1
865982,3,6,1,4,0,0,1
866738,3,6,0,1,0,3,2
13449686,3,6,0,3,0,2,1
867611,3,6,0,2,0,1,3
867695,3,6,1,0,4,0,1
868408,3,6,0,3,0,1,2
868526,3,6,0,0,2,1,3
5063276,3,6,0,3,2,0,1
5063736,3,6,1,4,0,0,1
5064564,3,6,0,1,0,4,1
870781,3,6,0,1,1,0,4
9259701,3,6,0,4,1,0,1
5066169,3,6,0,1,0,4,1
9260574,3,6,0,1,0,3,2
872496,3,6,0,1,1,4,0
5067417,3,6,0,4,1,1,0
5067841,3,6,0,2,1,0,3
9262978,3,6,0,1,0,4,1
875177,3,6,0,2,1,0,3
5070182,3,6,0,0,1,4,1
876811,3,6,0,3,2,0,1
877323,3,6,0,1,4,1,0
5071878,3,6,0,2,2,2,0
5072526,3,6,0,2,2,0,2
878564,3,6,0,1,1,0,4
878700,3,6,0,4,0,1,1
878915,3,6,0,1,0,1,4
5073410,3,6,0,4,1,0,1
879289,3,6,0,2,0,1,3
880991,3,6,0,4,1,0,1
881070,3,6,4,0,1,0,1
881306,3,6,2,0,0,1,3
9270299,3,6,0,3,0,1,2
882166,3,6,0,2,2,0,2
5076511,3,6,0,1,0,2,3
5077059,3,6,0,0,4,1,1
883027,3,6,0,1,0,4,1
884359,3,6,0,4,0,1,1
5078874,3,6,0,2,1,3,0
13467725,3,6,0,2,0,2,2
5079238,3,6,0,1,1,4,0
5079968,3,6,0,2,1,0,3
5080036,3,6,0,2,1,0,3
9274514,3,6,0,1,0,2,3
887372,3,6,0,2,3,0,1
888469,3,6,0,4,1,0,1
9277126,3,6,0,2,0,3,1
888792,3,6,0,4,0,1,1
5083168,3,6,0,1,4,0,1
889366,3,6,0,1,3,0,2
889580,3,6,0,3,1,0,2
889614,3,6,0,0,2,3,1
889976,3,6,3,2,0,0,1
9279003,3,6,0,3,1,0,2
891665,3,6,0,2,2,2,0
5086181,3,6,2,1,0,0,3
5086919,3,6,0,4,1,0,1
892648,3,6,0,4,1,1,0
893206,3,6,1,4,0,0,1
893350,3,6,0,3,0,2,1
5087787,3,6,0,4,0,1,1
893652,3,6,0,4,0,1,1
5089088,3,6,0,2,2,0,2
895614,3,6,1,1,0,0,4
895861,3,6,0,4,1,0,1
896369,3,6,0,2,2,0,2
896405,3,6,0,3,1,2,0
896802,3,6,3,0,1,0,2
896860,3,6,0,1,0,1,4
9285560,3,6,1,4,1,0,0
897376,3,6,0,4,0,1,1
897968,3,6,4,1,1,0,0
898347,3,6,0,4,1,0,1
5093093,3,6,0,2,0,1,3
899698,3,6,0,2,0,2,2
900367,3,6,0,2,0,1,3
9289813,3,6,0,3,0,1,2
13484229,3,6,0,3,2,1,0
902102,3,6,0,2,0,2,2
902784,3,6,0,4,1,0,1
903043,3,6,0,2,3,0,1
903186,3,6,2,2,0,0,2
903772,3,6,0,1,3,0,2
5098156,3,6,0,1,0,4,1
904515,3,6,0,1,2,0,3
904745,3,6,4,1,0,1,0
905511,3,6,0,4,1,0,1
13488854,3,6,0,3,0,1,2
906174,3,6,0,4,1,0,1
906208,3,6,2,1,0,0,3
9295539,3,6,0,4,1,1,0
907656,3,6,0,4,1,0,1
5104026,3,6,0,4,0,1,1
910177,3,6,0,4,1,1,0
911202,3,6,0,2,0,2,2
9300670,3,6,0,4,1,1,0
5106565,3,6,0,3,1,0,2
912309,3,6,2,1,0,3,0
13495716,3,6,0,3,2,1,0
912903,3,6,0,1,4,0,1
912935,3,6,1,1,4,0,0
913221,3,6,0,1,2,0,3
913279,3,6,0,4,1,1,0
913342,3,6,0,3,2,0,1
5108070,3,6,0,4,1,0,1
913771,3,6,1,0,3,0,2
5108133,3,6,0,2,3,0,1
914124,3,6,0,4,1,0,1
5108488,3,6,0,4,0,1,1
5108758,3,6,0,1,4,0,1
5109213,3,6,0,4,1,0,1
916492,3,6,0,1,4,0,1
5111305,3,6,0,1,4,0,1
917341,3,6,0,4,0,1,1
17695211,3,6,0,1,2,0,3
5112690,3,6,0,1,0,1,4
21891079,3,6,4,0,1,1,0
919674,3,6,0,0,1,1,4
920066,3,6,0,3,2,0,1
921266,3,6,0,2,0,1,3
921844,3,6,0,2,0,1,3
13505265,3,6,0,4,0,1,1
922661,3,6,0,4,1,1,0
922712,3,6,1,0,3,0,2
923080,3,6,0,3,1,0,2
923179,3,6,0,4,1,0,1
13506569,3,6,0,0,1,1,4
13507309,3,6,3,1,0,0,2
924537,3,6,2,3,0,0,1
13508454,3,6,0,1,2,0,3
925580,3,6,0,4,1,0,1
925629,3,6,0,3,2,0,1
9314580,3,6,2,0,0,3,1
926319,3,6,0,2,2,0,2
21899877,3,6,1,4,0,1,0
13511414,3,6,0,1,3,2,0
928686,3,6,0,1,2,3,0
13512076,3,6,0,2,1,0,3
929510,3,6,1,2,3,0,0
13513066,3,6,0,2,1,0,3
930442,3,6,0,3,2,0,1
931154,3,6,3,0,0,2,1
5126604,3,6,0,1,4,1,0
932588,3,6,0,3,0,1,2
932888,3,6,0,3,1,0,2
9321851,3,6,0,3,1,0,2
933250,3,6,0,1,0,3,2
5127598,3,6,0,2,2,0,2
934297,3,6,0,2,3,1,0
934567,3,6,3,1,0,0,2
934699,3,6,0,0,2,1,3
5129731,3,6,1,4,0,0,1
935439,3,6,0,3,1,0,2
935514,3,6,0,3,2,1,0
936416,3,6,1,4,0,1,0
936468,3,6,0,1,1,0,4
936812,3,6,0,4,1,1,0
937585,3,6,1,3,0,0,2
938695,3,6,4,1,1,0,0
938740,3,6,0,3,1,0,2
5133074,3,6,4,0,1,0,1
938782,3,6,0,2,3,1,0
9328127,3,6,0,2,3,0,1
5134426,3,6,0,2,2,0,2
940651,3,6,0,1,1,4,0
5135397,3,6,4,1,1,0,0
941130,3,6,0,0,1,4,1
941243,3,6,0,1,1,0,4
941397,3,6,1,0,1,0,4
941711,3,6,0,3,2,0,1
942543,3,6,1,4,1,0,0
943713,3,6,3,2,0,0,1
944938,3,6,1,2,0,0,3
5139329,3,6,0,4,1,1,0
5139495,3,6,2,0,0,1,3
945658,3,6,0,1,4,0,1
9335754,3,6,1,2,0,3,0
9336016,3,6,0,4,0,1,1
948323,3,6,0,2,0,1,3
9336976,3,6,0,3,1,0,2
9337084,3,6,0,3,0,1,2
9337116,3,6,0,2,0,2,2
949827,3,6,0,4,1,1,0
5144453,3,6,0,4,1,1,0
5144870,3,6,1,3,0,0,2
950912,3,6,1,1,4,0,0
951387,3,6,0,3,1,0,2
952131,3,6,0,4,1,0,1
9341410,3,6,0,2,3,1,0
953327,3,6,0,2,0,1,3
13536786,3,6,0,4,1,0,1
954007,3,6,0,4,1,0,1
13537048,3,6,0,4,1,0,1
5149378,3,6,0,2,2,2,0
955278,3,6,4,1,1,0,0
956514,3,6,0,3,2,0,1
17734395,3,6,0,3,0,1,2
13540113,3,6,0,3,0,1,2
957548,3,6,0,1,1,0,4
957788,3,6,0,3,2,1,0
957841,3,6,0,1,0,3,2
9346708,3,6,3,0,2,0,1
958190,3,6,0,2,2,0,2
5153275,3,6,0,1,4,0,1
959229,3,6,0,1,3,0,2
5153932,3,6,0,2,0,1,3
959897,3,6,1,2,0,0,3
9349234,3,6,0,1,4,0,1
961781,3,6,0,4,1,1,0
962599,3,6,0,3,1,0,2
5158077,3,6,1,0,0,3,2
964821,3,6,0,1,2,0,3
965069,3,6,0,2,1,0,3
965686,3,6,0,3,2,0,1
965808,3,6,2,3,0,0,1
966208,3,6,0,1,4,0,1
5160721,3,6,0,2,0,2,2
966490,3,6,0,2,2,0,2
967088,3,6,0,2,0,2,2
967768,3,6,0,1,4,0,1
13551552,3,6,1,4,0,1,0
968713,3,6,0,4,1,0,1
968878,3,6,0,3,2,0,1
5163314,3,6,0,2,2,0,2
969132,3,6,0,1,4,0,1
5165465,3,6,0,2,0,3,1
971314,3,6,0,3,2,0,1
971857,3,6,0,3,1,0,2
972624,3,6,1,4,0,0,1
972901,3,6,0,3,1,2,0
9361533,3,6,0,4,0,1,1
973009,3,6,2,1,0,0,3
13556303,3,6,0,4,0,1,1
973418,3,6,0,0,2,2,2
13556454,3,6,0,3,0,1,2
974474,3,6,0,1,1,4,0
9363736,3,6,3,1,0,0,2
975298,3,6,1,2,3,0,0
975346,3,6,1,1,0,0,4
5169790,3,6,0,4,1,0,1
976188,3,6,0,4,0,1,1
976490,3,6,0,3,1,0,2
5170889,3,6,0,2,0,1,3
976671,3,6,0,2,3,1,0
976709,3,6,0,4,0,1,1
976841,3,6,0,4,0,1,1
977102,3,6,4,1,0,0,1
5172055,3,6,0,4,1,0,1
978777,3,6,0,1,4,1,0
979507,3,6,0,4,0,1,1
5174565,3,6,2,0,1,3,0
980688,3,6,0,4,0,1,1
980904,3,6,0,3,2,0,1
982253,3,6,0,2,0,3,1
983429,3,6,0,1,0,4,1
984114,3,6,0,0,4,1,1
984462,3,6,0,4,1,0,1
984488,3,6,0,4,1,0,1
984838,3,6,0,4,0,1,1
985094,3,6,0,1,4,1,0
985375,3,6,0,2,1,0,3
985664,3,6,0,2,0,1,3
5180614,3,6,0,1,0,4,1
5180757,3,6,0,1,3,0,2
986602,3,6,0,2,3,0,1
5181199,3,6,2,3,1,0,0
988127,3,6,0,4,0,1,1
988540,3,6,0,4,0,1,1
989643,3,6,0,1,2,0,3
989875,3,6,0,3,0,1,2
990047,3,6,0,0,1,1,4
991138,3,6,1,3,0,0,2
9380273,3,6,0,4,1,1,0
991952,3,6,0,2,2,0,2
992076,3,6,0,1,0,1,4
993593,3,6,0,1,3,0,2
993949,3,6,0,3,2,0,1
993984,3,6,0,4,0,1,1
994042,3,6,0,3,1,0,2
994984,3,6,0,0,1,2,3
995071,3,6,2,3,0,0,1
17772814,3,6,1,2,0,0,3
995653,3,6,0,3,1,0,2
995707,3,6,0,1,3,0,2
996039,3,6,0,3,1,0,2
996404,3,6,1,3,2,0,0
997285,3,6,1,4,1,0,0
997624,3,6,0,4,1,0,1
13580658,3,6,1,0,4,1,0
997820,3,6,0,3,2,1,0
997832,3,6,1,0,4,0,1
998415,3,6,1,1,0,0,4
998687,3,6,3,1,2,0,0
5193614,3,6,0,3,2,0,1
5193717,3,6,0,3,1,0,2
999428,3,6,0,1,2,0,3
5194374,3,6,0,1,0,1,4
1001217,3,6,0,4,0,1,1
9390179,3,6,1,0,2,0,3
1002042,3,6,0,1,1,0,4
1002149,3,6,0,2,2,0,2
1003171,3,6,0,4,1,0,1
1003363,3,6,0,4,1,0,1
1003629,3,6,2,1,3,0,0
5198054,3,6,0,1,1,4,0
5198336,3,6,0,3,2,0,1
1004334,3,6,0,3,2,1,0
5198848,3,6,4,1,0,0,1
1004708,3,6,0,2,1,0,3
5199191,3,6,1,4,1,0,0
1005912,3,6,0,3,1,0,2
1005945,3,6,1,1,0,0,4
9395204,3,6,0,1,0,1,4
5201222,3,6,0,4,1,1,0
1007494,3,6,0,1,3,2,0
5201976,3,6,0,4,1,1,0
5202233,3,6,0,0,2,2,2
1008127,3,6,1,1,0,0,4
9397157,3,6,3,0,0,1,2
1009149,3,6,0,2,2,0,2
1010619,3,6,0,2,0,1,3
13594414,3,6,0,1,1,4,0
1011633,3,6,0,2,0,1,3
1012551,3,6,0,2,3,0,1
9401990,3,6,0,1,0,1,4
9403162,3,6,0,4,1,0,1
1015314,3,6,1,2,0,0,3
1015455,3,6,0,3,1,0,2
1015549,3,6,0,2,1,0,3
1015901,3,6,1,0,4,0,1
5210960,3,6,0,1,4,1,0
1016954,3,6,0,2,3,0,1
5212057,3,6,2,0,3,1,0
5212951,3,6,1,3,0,0,2
1019491,3,6,0,1,4,0,1
1019963,3,6,0,2,3,0,1
1020052,3,6,0,4,0,1,1
13603288,3,6,1,2,0,0,3
1020694,3,6,0,2,0,3,1
13603895,3,6,0,1,4,1,0
1021043,3,6,0,2,1,3,0
1021134,3,6,1,4,0,0,1
1021522,3,6,0,3,1,2,0
1021535,3,6,1,3,0,2,0
13605040,3,6,3,2,0,0,1
1022177,3,6,0,1,0,1,4
1022757,3,6,0,4,1,0,1
13605674,3,6,0,4,1,1,0
1022903,3,6,0,4,1,0,1
9411815,3,6,2,0,0,1,3
17800723,3,6,1,2,3,0,0
5218138,3,6,0,2,0,1,3
5218168,3,6,0,1,0,1,4
1024296,3,6,0,4,0,1,1
1024332,3,6,0,4,1,0,1
1024412,3,6,0,1,4,0,1
1025208,3,6,0,4,1,0,1
1025479,3,6,0,3,0,1,2
1025976,3,6,0,2,3,1,0
1025981,3,6,0,4,0,1,1
5220723,3,6,0,4,1,1,0
9415076,3,6,0,2,1,0,3
5220805,3,6,1,3,2,0,0
1027730,3,6,0,3,1,0,2
1028434,3,6,1,0,4,0,1
9417340,3,6,1,4,1,0,0
5224081,3,6,0,1,0,4,1
1029825,3,6,0,3,2,0,1
1030799,3,6,2,0,0,3,1
1031406,3,6,0,4,1,0,1
1031601,3,6,0,3,1,0,2
1033217,3,6,3,0,0,1,2
1033320,3,6,0,1,0,1,4
1033323,3,6,0,4,1,1,0
1033510,3,6,1,1,0,0,4
5227926,3,6,0,4,0,1,1
1033844,3,6,0,4,1,0,1
5228404,3,6,0,1,2,0,3
13617277,3,6,4,0,0,1,1
1034700,3,6,0,4,1,0,1
1034749,3,6,1,1,4,0,0
1035157,3,6,1,4,0,0,1
13618194,3,6,0,0,2,3,1
5229658,3,6,4,1,0,0,1
1035471,3,6,0,2,3,0,1
1035613,3,6,0,4,1,0,1
1035634,3,6,0,1,0,2,3
1035937,3,6,0,1,0,4,1
1035977,3,6,0,3,0,1,2
1036472,3,6,0,4,0,1,1
1037008,3,6,0,4,1,0,1
1037450,3,6,0,0,1,3,2
5231798,3,6,0,1,4,0,1
17814714,3,6,0,4,0,1,1
1038560,3,6,0,3,1,0,2
1039202,3,6,0,4,0,1,1
1039678,3,6,2,1,0,0,3
9428319,3,6,0,1,4,1,0
1040425,3,6,0,2,1,0,3
1042226,3,6,0,1,4,0,1
13627237,3,6,3,0,0,1,2
1044605,3,6,0,4,1,0,1
5239139,3,6,0,1,1,4,0
1044913,3,6,0,4,0,1,1
1044947,3,6,0,1,1,4,0
1045221,3,6,1,3,2,0,0
1045512,3,6,0,1,1,0,4
1045537,3,6,0,2,3,0,1
1045638,3,6,0,1,1,4,0
5240004,3,6,2,2,2,0,0
1046161,3,6,0,2,3,0,1
1047571,3,6,0,3,0,2,1
1047880,3,6,0,3,1,0,2
1047992,3,6,0,4,1,1,0
1048100,3,6,1,4,0,1,0
5242840,3,6,0,1,1,0,4
5242877,3,6,0,4,1,1,0
5243366,3,6,1,0,0,1,4
1049587,3,6,0,1,3,0,2
1049678,3,6,1,0,1,0,4
13632900,3,6,0,1,0,4,1
1050062,3,6,0,3,2,0,1
1051031,3,6,0,4,1,1,0
1051237,3,6,0,1,0,2,3
9440361,3,6,1,2,3,0,0
9440826,3,6,0,2,2,0,2
5246548,3,6,0,3,2,0,1
1052579,3,6,0,2,0,1,3
1052704,3,6,0,3,1,0,2
9442078,3,6,0,4,1,0,1
5247819,3,6,0,2,3,0,1
13636431,3,6,0,1,0,4,1
1053594,3,6,0,1,3,2,0
5248324,3,6,0,2,1,0,3
1054778,3,6,0,1,4,1,0
1055489,3,6,0,3,2,0,1
1056604,3,6,0,3,1,0,2
1057148,3,6,0,2,2,0,2
5251665,3,6,1,0,0,4,1
1057397,3,6,3,1,0,0,2
9446515,3,6,0,1,0,1,4
5252301,3,6,0,0,1,4,1
1058028,3,6,0,4,1,1,0
9446849,3,6,0,4,1,0,1
9448540,3,6,3,1,0,2,0
1060044,3,6,0,2,3,1,0
1060541,3,6,0,3,0,1,2
5255045,3,6,0,3,2,0,1
5255098,3,6,0,3,2,0,1
9449998,3,6,0,3,2,1,0
5255981,3,6,0,3,2,0,1
1062614,3,6,0,2,0,3,1
5256923,3,6,4,1,1,0,0
1062996,3,6,0,4,1,1,0
13646168,3,6,0,2,2,2,0
1063501,3,6,0,4,1,1,0
9453009,3,6,0,3,2,0,1
1064476,3,6,0,2,3,0,1
1065060,3,6,0,3,2,0,1
1065759,3,6,0,3,0,1,2
5260464,3,6,0,2,1,0,3
1066902,3,6,0,3,1,0,2
5262104,3,6,0,1,0,1,4
9456863,3,6,1,1,0,4,0
5263098,3,6,1,4,0,0,1
1069178,3,6,1,3,0,0,2
1069238,3,6,0,3,1,0,2
13652624,3,6,1,0,2,0,3
1069999,3,6,0,4,1,0,1
9459135,3,6,0,3,0,1,2
1070813,3,6,0,2,0,3,1
9460546,3,6,0,2,2,0,2
1072039,3,6,1,4,1,0,0
1073011,3,6,0,4,1,1,0
5267395,3,6,0,4,1,0,1
1073544,3,6,0,1,1,4,0
1073649,3,6,0,2,1,0,3
1074064,3,6,0,3,2,0,1
1074808,3,6,2,3,1,0,0
13658343,3,6,0,4,1,1,0
5269825,3,6,0,3,1,2,0
1076187,3,6,0,4,1,0,1
1076789,3,6,0,0,1,1,4
1077487,3,6,0,0,1,1,4
9466132,3,6,0,4,1,0,1
1077560,3,6,0,3,2,0,1
1078108,3,6,1,0,2,0,3
5272743,3,6,0,1,4,0,1
9467267,3,6,0,2,1,0,3
5273098,3,6,0,3,1,0,2
1078970,3,6,0,4,0,1,1
9467842,3,6,0,4,1,0,1
1080679,3,6,0,1,4,0,1
1081173,3,6,0,0,3,1,2
5275993,3,6,3,2,1,0,0
1082412,3,6,0,2,2,0,2
1082462,3,6,0,1,4,0,1
1082851,3,6,4,0,1,0,1
9471491,3,6,0,3,0,2,1
1083138,3,6,0,2,0,1,3
5277907,3,6,0,3,1,0,2
1083853,3,6,0,4,1,0,1
1083993,3,6,0,2,0,1,3
13667178,3,6,0,3,0,1,2
9473123,3,6,0,3,1,0,2
5280443,3,6,0,2,1,0,3
9475239,3,6,0,3,1,0,2
1087811,3,6,0,4,0,1,1
1087877,3,6,0,1,2,3,0
1088813,3,6,0,2,3,0,1
1089304,3,6,0,4,0,1,1
1089579,3,6,0,3,2,0,1
5284850,3,6,0,4,1,0,1
9479253,3,6,0,4,1,0,1
13673641,3,6,0,2,3,0,1
1090736,3,6,0,4,1,0,1
9479431,3,6,1,0,0,1,4
13674037,3,6,0,0,1,3,2
9479966,3,6,3,0,0,2,1
1091718,3,6,0,4,1,0,1
1091740,3,6,1,0,0,2,3
1092406,3,6,0,2,2,0,2
5286990,3,6,0,2,3,1,0
1093632,3,6,0,3,1,0,2
5288036,3,6,0,1,4,0,1
5288636,3,6,1,4,0,1,0
1094582,3,6,0,2,2,0,2
1094999,3,6,4,1,1,0,0
5289655,3,6,4,1,0,0,1
5289732,3,6,0,3,1,0,2
1095797,3,6,0,3,0,1,2
13679143,3,6,0,4,1,1,0
5290743,3,6,4,0,1,1,0
1097841,3,6,0,4,0,1,1
9486617,3,6,0,3,2,1,0
5292504,3,6,0,1,3,0,2
5292659,3,6,0,1,4,0,1
5293571,3,6,0,4,1,1,0
1099972,3,6,0,2,0,3,1
1100187,3,6,0,3,2,0,1
1101300,3,6,0,2,3,0,1
1101541,3,6,0,1,0,2,3
1101589,3,6,0,4,0,1,1
9490517,3,6,0,2,1,0,3
9491394,3,6,0,1,0,1,4
5297266,3,6,0,2,1,0,3
5297401,3,6,0,4,1,0,1
5297690,3,6,4,1,0,0,1
1104244,3,6,0,3,1,0,2
1104587,3,6,0,4,1,1,0
1104896,3,6,0,2,1,0,3
5299742,3,6,0,1,3,0,2
5299750,3,6,4,1,1,0,0
13688761,3,6,1,3,0,2,0
5300894,3,6,0,4,1,0,1
1106659,3,6,2,1,3,0,0
1106908,3,6,0,2,0,1,3
13690150,3,6,0,4,0,1,1
1107564,3,6,0,2,3,0,1
1107807,3,6,1,1,0,0,4
1108593,3,6,0,4,1,0,1
9497346,3,6,0,4,1,0,1
9497616,3,6,0,2,0,2,2
1109696,3,6,0,3,2,0,1
1110171,3,6,0,1,3,0,2
5304550,3,6,0,0,4,1,1
1110798,3,6,0,1,2,3,0
13693791,3,6,0,3,0,2,1
1111544,3,6,0,2,3,0,1
1111601,3,6,0,1,0,1,4
1111602,3,6,0,2,3,0,1
5306698,3,6,0,0,2,2,2
1113483,3,6,0,1,0,1,4
1113584,3,6,0,1,4,0,1
1114280,3,6,0,3,2,0,1
13697409,3,6,1,4,0,0,1
5308972,3,6,4,1,0,0,1
9503288,3,6,0,4,0,1,1
1114774,3,6,0,4,0,1,1
22088663,3,6,0,3,0,1,2
1118233,3,6,0,1,3,2,0
13701199,3,6,0,4,0,1,1
1118323,3,6,0,4,1,0,1
5313264,3,6,2,0,0,1,3
5313278,3,6,1,0,0,4,1
5313685,3,6,0,2,2,2,0
1119602,3,6,2,2,0,2,0
1119648,3,6,0,4,1,0,1
13703544,3,6,2,1,3,0,0
1121387,3,6,1,1,0,0,4
13704854,3,6,3,2,1,0,0
1122154,3,6,0,4,0,1,1
9511107,3,6,4,1,1,0,0
1122896,3,6,0,1,0,4,1
1123020,3,6,0,2,3,0,1
17900955,3,6,1,1,4,0,0
1124344,3,6,1,4,1,0,0
13707709,3,6,2,3,0,0,1
1125151,3,6,0,1,0,1,4
1125172,3,6,0,3,1,0,2
9514712,3,6,4,0,0,1,1
1127459,3,6,3,2,0,0,1
5322070,3,6,0,1,4,0,1
1130381,3,6,3,0,0,1,2
5325222,3,6,0,1,3,2,0
5325668,3,6,0,2,2,0,2
1131595,3,6,0,1,4,1,0
1131665,3,6,0,4,0,1,1
5327207,3,6,1,0,0,4,1
1133921,3,6,1,0,4,0,1
1134581,3,6,0,2,3,1,0
1134700,3,6,0,1,3,0,2
1135357,3,6,0,1,2,0,3
5329722,3,6,0,2,0,3,1
1135545,3,6,0,3,1,0,2
13718668,3,6,4,1,0,0,1
5330336,3,6,0,2,2,0,2
13719128,3,6,2,3,0,0,1
5330667,3,6,3,1,0,0,2
5330770,3,6,0,1,4,1,0
5330834,3,6,2,2,0,0,2
13719766,3,6,0,1,3,2,0
1137353,3,6,0,2,1,0,3
1138891,3,6,0,1,1,0,4
1139637,3,6,0,3,0,1,2
1139936,3,6,0,3,2,0,1
9529389,3,6,0,2,3,0,1
9530524,3,6,0,1,4,1,0
5336831,3,6,0,4,0,1,1
1143249,3,6,0,4,1,0,1
5337633,3,6,0,1,4,0,1
1143603,3,6,1,3,0,0,2
5338291,3,6,1,0,0,3,2
13726961,3,6,0,1,2,3,0
1145368,3,6,0,3,1,0,2
13728475,3,6,1,4,0,0,1
1146086,3,6,0,0,4,1,1
9536161,3,6,2,0,0,1,3
1147597,3,6,0,3,0,2,1
5342067,3,6,0,4,1,0,1
5342251,3,6,0,2,1,0,3
5343121,3,6,0,4,0,1,1
5343750,3,6,1,0,3,0,2
13732869,3,6,0,4,1,0,1
1150275,3,6,0,2,3,1,0
1150325,3,6,4,0,0,1,1
