user_id,n_communities,total_out_degree,out_ai_ml,out_web_frontend,out_mobile,out_cloud_devops,out_databases
2766265,2,6,0,5,0,0,1
2766430,2,6,0,5,0,0,1
2766752,2,6,1,0,0,5,0
11155364,2,6,0,5,0,0,1
2767304,2,6,0,5,0,0,1
11156380,2,6,0,4,2,0,0
11156631,2,6,5,1,0,0,0
15352099,2,6,0,2,4,0,0
19546633,2,6,2,0,0,0,4
11158895,2,6,3,0,0,0,3
2770438,2,6,0,4,0,0,2
2772071,2,6,0,4,0,0,2
15355294,2,6,0,5,0,0,1
2772656,2,6,0,5,1,0,0
11161398,2,6,4,0,0,2,0
2772835,2,6,0,5,0,0,1
11161686,2,6,5,1,0,0,0
2773308,2,6,5,1,0,0,0
11162180,2,6,0,2,0,0,4
15356612,2,6,0,4,0,0,2
2774010,2,6,0,5,0,0,1
2775004,2,6,0,0,0,1,5
11163806,2,6,0,5,1,0,0
2775655,2,6,0,3,0,0,3
11164702,2,6,0,0,5,1,0
2776847,2,6,0,5,0,0,1
11166949,2,6,0,4,2,0,0
2778611,2,6,0,0,5,0,1
2779021,2,6,0,4,0,0,2
19556464,2,6,0,5,0,0,1
2779680,2,6,0,4,0,0,2
2779819,2,6,0,3,3,0,0
19557324,2,6,0,5,1,0,0
2780565,2,6,0,5,0,0,1
2780658,2,6,0,0,1,5,0
2780803,2,6,5,0,1,0,0
2780828,2,6,0,1,0,0,5
2780903,2,6,0,4,0,0,2
11170022,2,6,1,5,0,0,0
2781486,2,6,0,5,0,0,1
2782712,2,6,0,5,0,0,1
2782776,2,6,0,3,0,0,3
2783465,2,6,0,5,0,1,0
2783871,2,6,1,0,5,0,0
2783993,2,6,0,4,2,0,0
15367147,2,6,0,5,0,0,1
2784394,2,6,0,4,2,0,0
2784627,2,6,0,4,2,0,0
2784894,2,6,0,5,0,0,1
2784976,2,6,0,1,0,0,5
2785093,2,6,4,0,0,0,2
2785393,2,6,0,2,4,0,0
15369795,2,6,0,0,1,5,0
2786895,2,6,0,0,0,4,2
2786961,2,6,0,4,0,0,2
2787324,2,6,0,1,0,5,0
11176148,2,6,0,5,0,1,0
2787572,2,6,0,1,5,0,0
2789561,2,6,0,5,0,1,0
2789672,2,6,0,4,2,0,0
2790151,2,6,0,3,0,0,3
2790253,2,6,0,5,0,1,0
2790502,2,6,0,4,2,0,0
2790804,2,6,0,3,3,0,0
2791180,2,6,0,4,0,0,2
2791190,2,6,0,0,5,0,1
2792277,2,6,0,5,1,0,0
2792498,2,6,0,5,0,0,1
2793721,2,6,0,5,0,0,1
11182704,2,6,0,2,0,4,0
2794650,2,6,0,3,0,0,3
11183860,2,6,0,5,0,0,1
2795377,2,6,0,3,0,0,3
19573154,2,6,3,0,0,0,3
2797022,2,6,0,5,0,1,0
2797329,2,6,5,1,0,0,0
2797623,2,6,1,5,0,0,0
11186543,2,6,0,5,0,1,0
11186702,2,6,0,3,3,0,0
2798878,2,6,0,4,2,0,0
2798908,2,6,0,2,0,0,4
19576523,2,6,0,0,5,1,0
2800245,2,6,0,3,0,0,3
11189134,2,6,0,3,3,0,0
2800540,2,6,0,1,5,0,0
11190430,2,6,0,0,0,2,4
2802266,2,6,0,0,5,0,1
6997070,2,6,0,5,0,0,1
19580061,2,6,0,0,0,2,4
11192171,2,6,5,0,0,1,0
11192461,2,6,0,5,1,0,0
11192820,2,6,0,0,3,0,3
2804294,2,6,0,5,0,0,1
2804824,2,6,0,1,5,0,0
2804981,2,6,0,0,5,1,0
2805085,2,6,0,2,4,0,0
2805278,2,6,0,5,0,0,1
11193977,2,6,5,0,0,0,1
6999833,2,6,0,2,0,0,4
19582806,2,6,5,0,0,0,1
2806181,2,6,0,5,0,1,0
2806487,2,6,0,5,1,0,0
7000817,2,6,0,5,1,0,0
7000863,2,6,5,0,0,0,1
2807187,2,6,0,4,0,0,2
2807537,2,6,0,0,0,3,3
2807574,2,6,0,5,0,0,1
2807820,2,6,0,0,5,0,1
2807843,2,6,0,0,5,0,1
2808062,2,6,0,5,1,0,0
2808144,2,6,0,4,0,0,2
2808324,2,6,0,5,0,1,0
2808740,2,6,0,5,0,0,1
19586465,2,6,0,0,5,1,0
11197916,2,6,0,2,0,4,0
2809546,2,6,0,4,0,0,2
7003927,2,6,0,3,3,0,0
2809741,2,6,0,5,1,0,0
2809839,2,6,0,0,5,0,1
2809979,2,6,0,3,3,0,0
15393021,2,6,0,5,0,0,1
15393172,2,6,0,4,2,0,0
11199469,2,6,0,0,5,1,0
2811033,2,6,0,4,0,0,2
11199940,2,6,0,4,0,0,2
2811884,2,6,0,0,0,1,5
2812046,2,6,0,5,1,0,0
11200901,2,6,0,4,2,0,0
7006680,2,6,0,1,0,0,5
15395304,2,6,0,5,1,0,0
2812597,2,6,0,0,4,0,2
15395972,2,6,0,2,0,0,4
2813089,2,6,0,4,0,0,2
2813229,2,6,0,4,0,2,0
2813659,2,6,0,4,0,0,2
11202965,2,6,0,5,1,0,0
11203005,2,6,0,4,0,0,2
2814501,2,6,0,1,0,0,5
11203239,2,6,0,5,0,1,0
11203419,2,6,0,5,0,0,1
7009210,2,6,0,5,1,0,0
2815176,2,6,0,5,0,1,0
2815572,2,6,0,0,5,1,0
11204243,2,6,0,1,5,0,0
11204361,2,6,0,2,4,0,0
15399131,2,6,5,0,0,1,0
2816753,2,6,0,0,0,2,4
7011655,2,6,0,5,0,0,1
7012089,2,6,2,0,4,0,0
15401175,2,6,0,5,0,0,1
2818377,2,6,0,5,0,0,1
15401460,2,6,0,5,1,0,0
2818698,2,6,0,5,0,0,1
2818958,2,6,0,5,0,0,1
7013753,2,6,0,3,3,0,0
2819483,2,6,0,0,0,1,5
2820111,2,6,0,2,0,0,4
2820739,2,6,0,1,5,0,0
11209463,2,6,0,5,0,0,1
11209747,2,6,0,4,2,0,0
7015927,2,6,0,0,5,0,1
2821842,2,6,0,5,0,0,1
2822678,2,6,0,4,0,0,2
7017439,2,6,0,2,4,0,0
19600384,2,6,0,3,0,0,3
11211879,2,6,0,0,5,1,0
2823453,2,6,0,0,3,0,3
2823675,2,6,0,0,0,1,5
7018860,2,6,0,4,0,0,2
7018885,2,6,1,5,0,0,0
7019696,2,6,0,5,1,0,0
2825462,2,6,0,3,0,0,3
7019834,2,6,0,0,5,1,0
2825941,2,6,0,3,3,0,0
2826057,2,6,0,2,0,0,4
7020494,2,6,0,5,1,0,0
2826761,2,6,0,3,0,0,3
23798483,2,6,0,0,0,3,3
7021310,2,6,0,4,0,2,0
7021493,2,6,0,4,0,0,2
15410312,2,6,0,3,0,0,3
2827453,2,6,0,0,2,4,0
11216358,2,6,0,5,1,0,0
7023715,2,6,0,4,0,0,2
2829939,2,6,0,4,0,0,2
2830094,2,6,0,5,0,0,1
7024766,2,6,4,2,0,0,0
11219198,2,6,0,0,0,3,3
2830652,2,6,0,5,1,0,0
2831500,2,6,0,2,0,0,4
2831867,2,6,5,1,0,0,0
7026647,2,6,0,1,0,0,5
2832584,2,6,0,1,0,0,5
7026954,2,6,0,0,3,0,3
2833123,2,6,0,5,0,1,0
7027985,2,6,0,5,0,0,1
7028036,2,6,0,0,5,1,0
11222526,2,6,5,0,0,0,1
2834003,2,6,0,3,0,3,0
2834485,2,6,0,2,0,0,4
2834734,2,6,0,5,0,0,1
7029313,2,6,0,5,1,0,0
2835023,2,6,0,5,0,0,1
2835614,2,6,0,4,0,0,2
2835633,2,6,0,1,0,0,5
11225006,2,6,0,4,0,0,2
2836402,2,6,0,2,0,0,4
11226248,2,6,4,0,0,0,2
2838023,2,6,0,5,1,0,0
11226740,2,6,0,0,0,3,3
2838727,2,6,0,3,3,0,0
2838941,2,6,0,0,0,1,5
2838996,2,6,0,5,0,0,1
2839109,2,6,0,1,0,0,5
7034645,2,6,0,2,0,0,4
2840793,2,6,0,0,5,0,1
2841234,2,6,0,0,0,5,1
7035881,2,6,0,5,0,1,0
2841703,2,6,1,0,0,5,0
2842067,2,6,0,5,1,0,0
19619662,2,6,1,5,0,0,0
15426523,2,6,0,5,0,0,1
7038331,2,6,0,0,5,1,0
2844360,2,6,0,5,0,0,1
2844724,2,6,0,2,4,0,0
11234827,2,6,0,5,0,0,1
7041168,2,6,0,5,1,0,0
11235853,2,6,0,0,5,1,0
2847702,2,6,0,0,0,3,3
11236320,2,6,0,0,0,3,3
2848135,2,6,0,5,0,0,1
2848225,2,6,0,1,5,0,0
2849054,2,6,0,4,0,0,2
2849563,2,6,0,1,0,0,5
7043885,2,6,0,3,0,0,3
11238192,2,6,0,5,1,0,0
2849646,2,6,0,4,2,0,0
2850062,2,6,0,5,0,0,1
2850217,2,6,0,0,5,0,1
2850957,2,6,0,4,2,0,0
2851831,2,6,0,0,5,1,0
2852100,2,6,0,4,0,0,2
2852119,2,6,0,1,5,0,0
2852218,2,6,0,5,0,0,1
2852662,2,6,0,4,0,0,2
2852843,2,6,0,5,1,0,0
19630640,2,6,2,0,4,0,0
7048200,2,6,0,4,0,2,0
2854514,2,6,0,1,5,0,0
7048845,2,6,0,5,0,1,0
2854598,2,6,0,0,0,5,1
2854924,2,6,0,2,4,0,0
2854962,2,6,0,3,0,0,3
2854997,2,6,0,1,5,0,0
2855230,2,6,0,4,2,0,0
11244429,2,6,0,2,0,4,0
2856183,2,6,0,5,1,0,0
7050499,2,6,0,4,0,0,2
2856430,2,6,0,3,3,0,0
2856889,2,6,5,1,0,0,0
2856930,2,6,0,5,0,0,1
7051273,2,6,0,2,0,4,0
7051342,2,6,0,5,0,0,1
7051659,2,6,0,4,0,0,2
11246330,2,6,4,0,0,0,2
2857843,2,6,0,3,0,0,3
2858063,2,6,0,4,0,0,2
2858218,2,6,0,2,4,0,0
2859078,2,6,0,1,5,0,0
2859673,2,6,0,5,0,0,1
2860611,2,6,0,1,5,0,0
2860616,2,6,4,0,0,0,2
7055022,2,6,0,3,0,0,3
11250133,2,6,0,4,0,0,2
7056364,2,6,0,2,4,0,0
2862301,2,6,0,2,0,0,4
2862367,2,6,0,1,0,0,5
7056783,2,6,5,0,1,0,0
2862481,2,6,0,5,0,0,1
7056825,2,6,0,0,5,1,0
7056926,2,6,0,4,2,0,0
7057983,2,6,0,0,0,3,3
2863693,2,6,0,4,2,0,0
7058129,2,6,0,3,0,0,3
2864502,2,6,0,5,0,1,0
7059587,2,6,0,0,5,1,0
2865422,2,6,0,4,0,0,2
7059810,2,6,0,4,2,0,0
7060077,2,6,0,5,0,0,1
2865972,2,6,0,5,0,0,1
7060530,2,6,3,0,0,0,3
2866300,2,6,0,5,0,0,1
2866368,2,6,0,4,0,0,2
2867154,2,6,0,5,0,1,0
7061580,2,6,0,4,0,0,2
2867361,2,6,0,1,0,0,5
11256510,2,6,0,0,5,1,0
2868287,2,6,0,3,0,3,0
2868747,2,6,0,0,0,5,1
15451790,2,6,0,1,0,5,0
7063331,2,6,0,4,2,0,0
2869323,2,6,0,3,3,0,0
2869534,2,6,0,5,0,0,1
2869684,2,6,0,5,0,0,1
19648352,2,6,0,4,0,0,2
15454090,2,6,0,0,5,1,0
2871182,2,6,0,5,0,0,1
2871850,2,6,0,5,1,0,0
2872045,2,6,0,5,0,1,0
2872285,2,6,0,4,2,0,0
11261069,2,6,0,5,0,1,0
11261150,2,6,0,2,4,0,0
2873031,2,6,0,1,5,0,0
11261978,2,6,0,3,0,0,3
11262040,2,6,0,5,0,0,1
15456356,2,6,0,5,0,1,0
2874386,2,6,0,4,0,2,0
2874534,2,6,0,4,0,0,2
2876289,2,6,0,5,1,0,0
7070644,2,6,0,5,1,0,0
2876648,2,6,0,1,0,0,5
7071047,2,6,2,4,0,0,0
11265715,2,6,5,1,0,0,0
7071567,2,6,0,4,0,0,2
7071577,2,6,4,0,0,0,2
2877886,2,6,0,4,0,0,2
2878055,2,6,0,5,0,0,1
2878730,2,6,5,0,0,0,1
2878834,2,6,0,4,0,0,2
19656254,2,6,0,5,0,0,1
2879338,2,6,1,0,5,0,0
7073987,2,6,0,5,0,0,1
7074136,2,6,0,0,0,5,1
2880068,2,6,0,5,1,0,0
2880229,2,6,0,0,5,1,0
11269045,2,6,0,2,4,0,0
2880764,2,6,0,1,0,0,5
7075588,2,6,0,5,0,1,0
15464376,2,6,0,4,0,0,2
2881558,2,6,0,3,0,0,3
7075904,2,6,5,1,0,0,0
2881881,2,6,0,1,5,0,0
11270725,2,6,2,0,0,4,0
2882137,2,6,0,4,0,0,2
7076636,2,6,0,3,0,0,3
11271057,2,6,0,0,1,5,0
2883093,2,6,0,3,3,0,0
2883346,2,6,0,5,0,0,1
7077707,2,6,0,5,0,0,1
19661769,2,6,0,1,5,0,0
2884667,2,6,0,5,0,1,0
2885517,2,6,0,3,0,0,3
2885785,2,6,0,0,5,0,1
11274409,2,6,0,1,0,0,5
7080630,2,6,0,5,0,0,1
7080781,2,6,0,5,0,0,1
2887146,2,6,0,3,0,0,3
2887762,2,6,0,3,0,3,0
7082391,2,6,0,5,1,0,0
11276705,2,6,0,5,0,1,0
2888427,2,6,0,5,0,0,1
2888922,2,6,0,4,0,0,2
7083362,2,6,0,0,4,0,2
7084741,2,6,0,1,0,0,5
2890596,2,6,0,5,1,0,0
7085523,2,6,0,0,2,0,4
2891468,2,6,0,4,2,0,0
2891560,2,6,0,0,5,1,0
2893120,2,6,0,1,0,0,5
7087510,2,6,4,2,0,0,0
2893635,2,6,0,0,4,0,2
2893662,2,6,0,2,0,0,4
2893862,2,6,0,5,0,0,1
2893891,2,6,0,4,0,0,2
2894179,2,6,0,0,0,1,5
7088521,2,6,0,4,2,0,0
2894273,2,6,0,4,0,0,2
7088662,2,6,0,1,5,0,0
7088900,2,6,0,1,0,0,5
11283219,2,6,0,2,4,0,0
2895491,2,6,0,4,2,0,0
7089847,2,6,0,0,0,5,1
7089881,2,6,0,5,1,0,0
2895710,2,6,0,4,0,0,2
2896076,2,6,0,0,5,1,0
2896098,2,6,0,2,4,0,0
2896484,2,6,0,5,0,0,1
2896487,2,6,0,5,1,0,0
7090937,2,6,0,5,0,0,1
2896679,2,6,0,4,2,0,0
2896954,2,6,1,5,0,0,0
7091298,2,6,0,4,2,0,0
2897586,2,6,0,4,0,0,2
2897924,2,6,0,1,0,0,5
2898233,2,6,2,0,4,0,0
2898501,2,6,0,5,1,0,0
15481637,2,6,0,1,0,5,0
7093095,2,6,0,3,3,0,0
19676291,2,6,3,0,0,3,0
2899172,2,6,0,2,4,0,0
2899431,2,6,0,0,0,5,1
11288051,2,6,0,5,0,1,0
7094142,2,6,0,4,2,0,0
7094285,2,6,0,4,2,0,0
7094777,2,6,0,0,5,1,0
7094950,2,6,0,2,0,0,4
7095116,2,6,0,5,0,0,1
7095773,2,6,0,5,0,0,1
2902112,2,6,0,4,2,0,0
15485047,2,6,0,5,0,1,0
2902472,2,6,0,5,0,0,1
2902784,2,6,0,1,0,0,5
2902802,2,6,0,5,0,1,0
2903647,2,6,0,5,0,0,1
2903869,2,6,0,5,0,0,1
2904118,2,6,0,5,0,0,1
2905510,2,6,0,2,4,0,0
15489150,2,6,0,4,0,2,0
7101216,2,6,0,5,0,0,1
2907355,2,6,0,1,5,0,0
7101720,2,6,0,5,1,0,0
7102445,2,6,0,3,0,0,3
2908808,2,6,0,3,0,0,3
7103438,2,6,0,0,2,0,4
2909375,2,6,0,5,1,0,0
2909570,2,6,0,2,4,0,0
2910651,2,6,0,4,0,0,2
11299566,2,6,0,5,0,1,0
2911241,2,6,0,3,0,0,3
11299893,2,6,0,2,4,0,0
2911585,2,6,0,5,1,0,0
11300314,2,6,0,5,0,0,1
2911851,2,6,0,0,5,0,1
2911973,2,6,0,3,0,0,3
2912141,2,6,0,5,0,0,1
7106565,2,6,0,3,0,0,3
2912903,2,6,0,4,2,0,0
2913064,2,6,0,4,2,0,0
11302492,2,6,1,0,0,0,5
7108311,2,6,0,3,3,0,0
2914128,2,6,0,3,0,0,3
2914202,2,6,0,0,5,0,1
11303741,2,6,0,4,0,0,2
7109471,2,6,0,5,0,0,1
2915383,2,6,3,0,0,0,3
2915639,2,6,0,0,1,0,5
11304327,2,6,0,0,0,5,1
7110084,2,6,0,0,0,1,5
7110529,2,6,0,5,0,0,1
11305663,2,6,0,1,5,0,0
7111692,2,6,0,3,0,0,3
2917390,2,6,0,0,0,1,5
7111960,2,6,0,2,0,0,4
11306415,2,6,4,2,0,0,0
2917986,2,6,1,0,0,5,0
2918044,2,6,0,3,3,0,0
7112485,2,6,0,2,4,0,0
2918371,2,6,0,0,5,1,0
7112932,2,6,0,5,0,0,1
11307510,2,6,0,1,5,0,0
11307817,2,6,0,5,0,1,0
2919255,2,6,0,5,0,0,1
2919362,2,6,0,1,0,0,5
2919385,2,6,0,0,4,2,0
2919841,2,6,0,5,1,0,0
7114255,2,6,0,4,0,0,2
2920422,2,6,0,4,0,0,2
2920448,2,6,0,1,5,0,0
2920861,2,6,1,0,5,0,0
7116436,2,6,0,4,2,0,0
7117843,2,6,0,4,0,2,0
7118213,2,6,0,5,0,0,1
2924682,2,6,1,0,5,0,0
2924929,2,6,0,4,0,0,2
2925210,2,6,0,5,0,0,1
2925369,2,6,0,5,1,0,0
7119882,2,6,0,5,0,0,1
15508996,2,6,0,5,0,0,1
2926113,2,6,0,0,0,5,1
11314750,2,6,0,2,0,0,4
11315455,2,6,0,3,3,0,0
7121350,2,6,0,5,1,0,0
7122101,2,6,0,5,0,1,0
7122112,2,6,0,5,0,0,1
7122746,2,6,0,2,4,0,0
7122955,2,6,0,4,2,0,0
11317329,2,6,5,0,0,0,1
2928761,2,6,0,3,3,0,0
7124204,2,6,0,4,2,0,0
2930749,2,6,0,5,0,0,1
2931004,2,6,0,5,1,0,0
11319813,2,6,0,5,1,0,0
2931705,2,6,0,4,0,2,0
2931822,2,6,0,5,0,1,0
11320591,2,6,0,5,1,0,0
11320666,2,6,0,2,0,0,4
2932153,2,6,0,3,3,0,0
15515166,2,6,5,1,0,0,0
2932474,2,6,0,5,0,0,1
2932541,2,6,0,5,0,0,1
2932812,2,6,0,2,4,0,0
2933701,2,6,0,5,1,0,0
2933864,2,6,0,5,0,0,1
7128227,2,6,0,2,0,0,4
15517371,2,6,5,0,0,1,0
7128915,2,6,0,3,3,0,0
2934995,2,6,0,1,5,0,0
7129888,2,6,1,5,0,0,0
11324327,2,6,0,0,0,4,2
2935774,2,6,0,5,0,0,1
2935973,2,6,0,5,0,0,1
2936362,2,6,0,5,0,0,1
2936484,2,6,0,0,0,1,5
2938317,2,6,0,4,0,0,2
7133236,2,6,0,1,5,0,0
7133282,2,6,5,0,0,0,1
2939290,2,6,0,5,1,0,0
7134027,2,6,0,1,0,0,5
2940056,2,6,0,2,0,0,4
2940065,2,6,0,0,5,1,0
7134588,2,6,0,2,4,0,0
2940642,2,6,0,0,5,0,1
11329562,2,6,0,0,2,0,4
2941416,2,6,0,5,0,0,1
7135980,2,6,0,5,1,0,0
11330607,2,6,0,3,3,0,0
7136786,2,6,0,5,0,0,1
2942567,2,6,0,1,0,0,5
2942590,2,6,0,2,0,0,4
2943244,2,6,0,5,0,0,1
11331922,2,6,0,5,1,0,0
7137914,2,6,5,0,0,0,1
2943773,2,6,0,5,0,0,1
11333254,2,6,5,1,0,0,0
7139447,2,6,0,5,0,1,0
7139680,2,6,0,4,2,0,0
11334152,2,6,5,0,0,0,1
7140328,2,6,0,2,4,0,0
2946289,2,6,0,5,0,0,1
7140837,2,6,0,5,0,0,1
2946787,2,6,0,1,5,0,0
2947055,2,6,0,5,0,1,0
2947350,2,6,0,4,0,2,0
2947469,2,6,2,4,0,0,0
2947861,2,6,0,3,0,0,3
7142185,2,6,0,0,0,5,1
2947886,2,6,0,0,0,2,4
2947934,2,6,0,1,5,0,0
11336572,2,6,3,0,0,3,0
11336786,2,6,0,4,0,0,2
2948942,2,6,0,4,0,0,2
7143365,2,6,0,2,4,0,0
7143596,2,6,0,5,0,0,1
11338123,2,6,0,0,5,1,0
2949560,2,6,0,5,0,0,1
2949622,2,6,0,3,3,0,0
11338800,2,6,0,5,0,1,0
2950484,2,6,0,3,0,0,3
7145207,2,6,0,0,0,3,3
7145253,2,6,0,1,0,5,0
2951658,2,6,0,1,0,0,5
2951671,2,6,0,0,5,0,1
11340559,2,6,5,1,0,0,0
7146501,2,6,5,1,0,0,0
2952847,2,6,0,0,0,5,1
19730174,2,6,0,0,0,5,1
7147872,2,6,5,1,0,0,0
2953755,2,6,0,5,0,0,1
2954142,2,6,0,1,0,0,5
7149072,2,6,0,4,0,0,2
2954839,2,6,0,3,3,0,0
2955455,2,6,0,5,1,0,0
7150064,2,6,0,3,0,0,3
7150200,2,6,0,2,4,0,0
2955997,2,6,5,0,1,0,0
7150807,2,6,0,4,2,0,0
7151006,2,6,5,0,0,1,0
7151024,2,6,0,3,3,0,0
11345701,2,6,0,1,5,0,0
15540077,2,6,0,4,0,0,2
2957529,2,6,0,5,0,1,0
2957758,2,6,0,5,0,0,1
11346429,2,6,0,5,0,1,0
7152606,2,6,0,4,0,0,2
2958628,2,6,0,5,0,0,1
2958633,2,6,0,0,2,0,4
2958643,2,6,0,5,0,0,1
2959313,2,6,0,0,0,2,4
11348072,2,6,0,0,5,1,0
15542694,2,6,0,0,5,0,1
2960080,2,6,0,5,1,0,0
2960511,2,6,5,1,0,0,0
15543817,2,6,0,4,2,0,0
11350388,2,6,0,5,1,0,0
11350567,2,6,0,4,0,2,0
2962001,2,6,2,4,0,0,0
2962031,2,6,0,0,1,5,0
11351004,2,6,0,5,1,0,0
7156712,2,6,0,3,0,0,3
7157147,2,6,0,5,1,0,0
2963297,2,6,0,5,1,0,0
7157738,2,6,0,4,0,0,2
19740666,2,6,0,5,1,0,0
2963856,2,6,0,3,0,0,3
15547098,2,6,0,2,4,0,0
11352925,2,6,0,1,0,5,0
2964349,2,6,0,2,0,0,4
7158702,2,6,5,0,1,0,0
7159331,2,6,0,3,0,3,0
2965972,2,6,0,1,5,0,0
11354897,2,6,3,0,3,0,0
2966425,2,6,0,4,0,0,2
15549812,2,6,0,3,3,0,0
7161241,2,6,0,4,0,0,2
2967091,2,6,0,1,0,0,5
7161668,2,6,0,4,0,0,2
7162291,2,6,0,2,0,4,0
15551712,2,6,0,5,0,0,1
7163875,2,6,0,4,0,2,0
2969637,2,6,0,4,2,0,0
11358546,2,6,0,3,0,0,3
2970209,2,6,0,5,1,0,0
11358838,2,6,2,4,0,0,0
15553401,2,6,0,5,0,0,1
2970494,2,6,0,5,1,0,0
2971020,2,6,0,5,0,0,1
2971117,2,6,0,4,0,0,2
2971437,2,6,0,1,0,0,5
2971705,2,6,0,5,0,0,1
15555347,2,6,0,5,1,0,0
11362327,2,6,0,2,0,0,4
15557055,2,6,0,4,2,0,0
7169640,2,6,0,2,4,0,0
11364072,2,6,0,5,1,0,0
7171117,2,6,0,5,1,0,0
7171201,2,6,0,5,0,0,1
7171387,2,6,0,0,5,0,1
2977104,2,6,0,3,0,0,3
2977323,2,6,3,3,0,0,0
7171968,2,6,0,4,2,0,0
7173117,2,6,0,5,0,0,1
2979175,2,6,0,4,0,0,2
11367893,2,6,0,0,5,0,1
7173655,2,6,0,4,0,2,0
2979582,2,6,0,0,5,1,0
2979768,2,6,0,5,0,1,0
2979970,2,6,0,0,5,1,0
7174493,2,6,0,3,0,0,3
2980353,2,6,5,0,0,0,1
2980390,2,6,0,5,1,0,0
11369172,2,6,1,5,0,0,0
7174922,2,6,0,4,0,0,2
15563599,2,6,0,0,0,5,1
2980878,2,6,0,4,2,0,0
2980929,2,6,0,5,0,0,1
2981200,2,6,0,3,0,0,3
2981694,2,6,5,1,0,0,0
7176243,2,6,0,4,0,0,2
7177005,2,6,0,0,3,0,3
2982930,2,6,0,3,3,0,0
2982988,2,6,0,5,0,0,1
7177934,2,6,0,5,1,0,0
15567152,2,6,0,5,0,0,1
2984447,2,6,0,0,5,1,0
7179349,2,6,0,1,0,0,5
7180357,2,6,0,0,0,3,3
7180398,2,6,0,4,0,0,2
7180727,2,6,0,4,0,0,2
2986644,2,6,0,3,0,0,3
7182151,2,6,0,5,0,0,1
11376965,2,6,0,5,1,0,0
2988432,2,6,0,4,2,0,0
11377764,2,6,0,5,0,0,1
2989241,2,6,0,5,0,0,1
2989387,2,6,0,0,5,0,1
2989467,2,6,0,2,4,0,0
2989590,2,6,0,0,1,0,5
7184090,2,6,0,1,5,0,0
2989802,2,6,0,5,0,0,1
2990956,2,6,0,0,5,1,0
7186152,2,6,0,5,0,1,0
7187817,2,6,0,3,3,0,0
7188163,2,6,0,5,0,0,1
7188711,2,6,0,5,1,0,0
2994427,2,6,0,0,0,4,2
11383375,2,6,0,3,3,0,0
2995286,2,6,0,0,0,5,1
2996373,2,6,0,0,5,1,0
19774434,2,6,0,2,4,0,0
2997363,2,6,0,5,0,1,0
19775612,2,6,0,5,0,1,0
2998642,2,6,0,5,0,0,1
7193111,2,6,0,5,0,0,1
11387614,2,6,0,4,2,0,0
11387694,2,6,0,5,0,1,0
2999211,2,6,0,1,5,0,0
2999308,2,6,0,3,0,0,3
2999900,2,6,0,5,0,1,0
7194599,2,6,0,1,5,0,0
3000299,2,6,0,2,4,0,0
3000434,2,6,0,2,0,4,0
11389329,2,6,0,4,2,0,0
11389557,2,6,0,2,4,0,0
3000997,2,6,0,0,5,0,1
3001007,2,6,0,4,0,0,2
15584286,2,6,0,5,1,0,0
3001472,2,6,0,1,0,0,5
7196723,2,6,0,4,0,0,2
7196739,2,6,0,0,0,5,1
3002471,2,6,0,0,0,1,5
15586987,2,6,0,5,0,0,1
11393042,2,6,0,1,0,5,0
3005093,2,6,0,2,0,0,4
15588104,2,6,3,3,0,0,0
7199710,2,6,0,5,0,0,1
11394185,2,6,0,5,0,1,0
11394355,2,6,0,3,0,0,3
3005775,2,6,0,5,0,0,1
11394663,2,6,0,5,1,0,0
11394777,2,6,0,2,4,0,0
3006573,2,6,2,4,0,0,0
3006589,2,6,0,5,1,0,0
19784399,2,6,0,2,4,0,0
15590244,2,6,0,5,0,1,0
3008168,2,6,0,0,5,0,1
19785454,2,6,0,4,2,0,0
3008466,2,6,0,4,0,0,2
7203695,2,6,0,4,0,0,2
11398059,2,6,0,5,1,0,0
3009517,2,6,0,4,2,0,0
7204671,2,6,0,5,0,0,1
7205017,2,6,0,0,5,0,1
3011444,2,6,3,0,0,0,3
7205900,2,6,0,1,0,0,5
3011705,2,6,0,1,5,0,0
15594929,2,6,0,5,1,0,0
3012419,2,6,2,4,0,0,0
3012703,2,6,0,0,1,5,0
3012961,2,6,0,4,2,0,0
3013003,2,6,0,4,0,0,2
3013470,2,6,0,1,0,0,5
3013655,2,6,0,3,0,0,3
3014054,2,6,0,2,0,0,4
3014090,2,6,0,4,0,0,2
11402804,2,6,0,4,0,0,2
15597997,2,6,0,0,5,1,0
3015974,2,6,0,2,0,0,4
3016303,2,6,0,5,0,0,1
3016443,2,6,0,3,3,0,0
3016577,2,6,0,3,0,0,3
7210908,2,6,0,5,0,1,0
3017532,2,6,0,0,5,0,1
3017749,2,6,0,3,0,0,3
3018422,2,6,0,5,1,0,0
11407644,2,6,5,0,0,1,0
7213421,2,6,0,3,0,0,3
3019174,2,6,0,1,5,0,0
3019655,2,6,0,0,5,0,1
3019713,2,6,0,5,1,0,0
7214631,2,6,0,2,4,0,0
3021039,2,6,0,0,5,0,1
11409944,2,6,5,0,0,0,1
3021947,2,6,0,0,5,1,0
7216256,2,6,0,4,2,0,0
11410819,2,6,0,2,0,0,4
3022349,2,6,0,4,2,0,0
19800376,2,6,0,2,4,0,0
3023557,2,6,0,5,1,0,0
3023901,2,6,0,5,0,0,1
3024140,2,6,0,0,5,0,1
7218863,2,6,0,5,1,0,0
3025213,2,6,0,4,0,0,2
3025412,2,6,5,1,0,0,0
3025714,2,6,0,4,0,0,2
